date,time,name,images,logo,category,details,features,tagline,priceline,developer,timeline,ratings_count,rating,installs,help,tags,editions,platform,url 
2022-01-09,01:08:22 AM,Zoho Mail Plugin for WHM,"https://mp-img1.zoho.com/view/extension/167000000523023, https://mp-img2.zoho.com/view/extension/167000000523025",https://mp-img1.zoho.com/view/logo/b8aa9573-0f22-47fa-8fdf-91f748d886a0,Accounting & Finance,"WHM acts as the control panel for the administrator who manages your server. The Zoho Mail plugin for WHM allows Zoho Workplace resellers to host their email in Zoho Mail for their client's cPanel domains and add users to their client's accounts from the WHM system. From within WHM, partners and resellers can manage all their domains from a single interface. Besides account creation, domain verification can also be completed using the zbcode displayed in their WHM interface.Prerequisites :1) The WHM Admin must have account creation permissions in WHM to use this plugin2) You must be a Zoho Workplace reseller","Users are automatically added to your Zoho Mail organization account whenever an account is added in the cPanel domain by a WHM admin. Easy Domain verification process using WHM UI. Manage your Zoho Mail clients, view and access Zoho Mail client's Control Panel, all from within the WHM system",Add and manage Zoho Mail accounts from the WHM System.,Free,Mail,"Sep 25, 2018",0.0,0,0,https://www.zoho.com/mail/help/partnerportal/whm-integration.html,Business,"Standard, Professional, Enterprise",API,https://marketplace.zoho.com/app/mail/zoho-mail-plugin-for-whm
2022-01-09,01:08:28 AM,Phone.com for Zoho,"https://mp-img1.zoho.com/view/extension/167000001043033, https://mp-img2.zoho.com/view/extension/167000001043035, https://mp-img2.zoho.com/view/extension/167000001043037, https://mp-img3.zoho.com/view/extension/167000001043039",https://mp-img1.zoho.com/view/logo/2d997afb-6e0a-439e-8f08-d094a81dce73,Telephony,"No more leaking leads with Phone.com and Zoho. Auto populate fields with lead information and keep track of every call, every time. Save time and maximize productivity with Phone.com and Zoho .","Connecting with customers means treating them like people, not leads.. Automatically convert calls to leads and Click to Call functionality.. With Phone.com and Zoho you can get past the call management and onto the relationship that makes for successful sales.. Reminders to help keep those calls on time and on subject and Greet callers by name for that extra touch of customer service.",Quickly integrate your Phone.com account with Zoho and maximize your productivity,Free,Bigin,"Feb 19, 2019",1.0,1,1,https://integrations.phone.com/crm/zoho/doc/customer-admin-guide,Telephony,"Free, Express, Zoho One",API,https://marketplace.zoho.com/app/bigin/phone-com-for-zoho-crm
2022-01-09,01:08:36 AM,SearchEuropeanJobs.com,https://mp-img1.zoho.com/view/extension/167000000111769,https://mp-img1.zoho.com/view/logo/fe043c38-52e1-4032-9613-f7f107ff47cd,Job Boards,"SearchEuropeanJobs.com differs from other job-hunting websites by adding an element of socialising. Through this socialising wall, job seekers and employers can form meaningful connections.","Advanced search tools help your job listings will be seen by more candidates, and you can build your brand when you set up your company profile.. Whether you're looking for part-time, full-time or seasonal workers, SearchEuropeanJobs.Com is the only place you need to look for.. With SearchEuropeanJobs.com, you can process resumes and even receive CVs by mail.","SearchEuropeanJobs offers free job listings, and unlimited applicants can respond to each advertised job.",Free,Recruit,"Dec 10, 2017",0.0,0,0,http://www.searcheuropeanjobs.com/contact/,Job Boards,"Free, Standard, Professional, Enterprise, Zoho One, People Plus",Built-in App,https://marketplace.zoho.com/app/recruit/searcheuropeanjobs-com
2022-01-09,01:08:41 AM,Integrately for Zoho Analytics,"https://mp-img1.zoho.com/view/extension/167000003875097, https://mp-img2.zoho.com/view/extension/167000003875095, https://mp-img2.zoho.com/view/extension/167000003875099, https://mp-img3.zoho.com/view/extension/167000003875105",https://mp-img1.zoho.com/view/logo/04ef823a-81d0-4019-b1cb-9bc5b1fd6ed4,Productivity,"The Zoho Analytics integration with Integrately allows you to build your marketing funnel by creating triggers and automating tasks. This automation can be triggered through data points, such as number of signups, bounce rates, or time on page. The connection between these two accounts also gives you the ability to export all of your Integrately work for use in Zoho Analytics reports.","Build workflows and sync all your data with Zoho Analytics in just one click, without writing a single line of code.. Allows you to increase the value of your reporting by pulling in data from other sources.. Sync all your data with Zoho Analytics in a few minutes.. Not sure what you need? You can choose from over 400,000 ready-to-use automations available in our dedicated Zoho Analytics store - (https://integrately.com/integrations/zohoanalytics)",Integrate your favorite apps with Zoho Analytics in a click.,Free,Analytics,"Nov 21, 2021",0.0,0,0,https://docs.google.com/document/d/1I0oufMXcUX05EEKDY4NEF5zNcHRas8cokYPLv2LTCkI/edit,"Productivity, Automation, Integration, Workflow, no-code","Basic, Standard, Premium, Enterprise",API,https://marketplace.zoho.com/app/reports/integrately-for-zoho-analytics
2022-01-09,01:08:47 AM,DoorVaani for Zoho,"https://mp-img1.zoho.com/view/extension/167000003716029, https://mp-img2.zoho.com/view/extension/167000003716021, https://mp-img2.zoho.com/view/extension/167000003716031, https://mp-img3.zoho.com/view/extension/167000003716027",https://mp-img1.zoho.com/view/logo/c3208a60-ea5f-4bd4-9b1a-70d5270cf6ae,Telephony,"DoorVaani provides VoIP calls and DID numbers for many countries, and integrates with Zoho to offer users its calling services. Use our portal to quickly register an account, integrate with Zoho in a few clicks, and pay online to get going right away.","Make calls from Zoho and receive popup notifications for incoming calls.. Hold or unhold calls with DTMF digits, and hang up from pop-ups for both inbound and outbound calls.. Attend call transfers with private consultation calls prior to transferring, plus blind call transfer.. Access call recordings and voicemail messages directly from Zoho.",Integrate DoorVaani with Zoho to add a telephony layer to make and answer calls,Free,Bigin,"Sep 2, 2021",5.0,2,2,"https://doorvaani.com/blog/doorvaani-telephony-integration-with-zoho/, https://doorvaani.com/blog/doorvaani-telephony-integration-with-zoho/","Telephony, Campaigns, VOIP Calls, Integrated Telephony, Marketing","Free, Express, Zoho One",Phonebridge,https://marketplace.zoho.com/app/bigin/doorvaani-for-zoho
2022-01-09,01:08:53 AM,CallGear for Zoho,"https://mp-img1.zoho.com/view/extension/167000003540089, https://mp-img2.zoho.com/view/extension/167000003540083, https://mp-img2.zoho.com/view/extension/167000003540093, https://mp-img3.zoho.com/view/extension/167000003540087",https://mp-img1.zoho.com/view/logo/af5862cf-b43d-42ce-a3d7-923958593adc,Telephony,"CallGear for Zoho integrates a VPBX into Zoho, so that you can monitor call recordings and see who is calling. Integrate CallGear with Zoho services to monitor your metrics on simple-to-use dashboards.",Get pop-ups for inbound and outbound calls. Have leads or contacts created automatically. Click to call and get call recordings in Zoho. Forward calls directly to the responsible manager of the lead or contact in Zoho,Boost your team's productivity with this telephony extension,Free,Bigin,"Jul 4, 2021",0.0,0,0,https://www.notion.so/callgear/Integration-with-Zoho-271bb064f2dd4753b265d0eb8fee57eb,"Customer Success, Telephony, Customer support, Click to Call","Free, Express, Zoho One",Phonebridge,https://marketplace.zoho.com/app/bigin/callgear-for-zoho
2022-01-09,01:09:01 AM,Dropbox for Orchestly,"https://mp-img1.zoho.com/view/extension/167000000426225, https://mp-img2.zoho.com/view/extension/167000000426227, https://mp-img2.zoho.com/view/extension/167000000426229",https://mp-img1.zoho.com/view/logo/135119d2-7277-4437-8ab3-32f9a6c9b0a4,Business,"Dropbox allows users to access files anywhere, at anytime. This extension in Orchestly allows users to drop a file from cloud storage (Dropbox), right into the job attachment.After installation, Dropbox will be listed in the attachment dialog box along with other cloud services, listing the files available in your Dropbox.","Share centrally stored files from Dropbox to Orchestly.. Upload documents in a single click.. Access Dropbox files inside Orchestly, without switching between multiple tabs",Share files from cloud storage using Dropbox.,Free,Orchestly,"Aug 23, 2018",5.0,1,1,https://help.zoho.com/portal/kb/articles/dropbox-for-orchestly,Business,Standard,Sigma,https://marketplace.zoho.com/app/orchestly/dropbox-for-zoho-blueprint
2022-01-09,01:09:08 AM,HubSpot for Zoho BugTracker,"https://mp-img1.zoho.com/view/extension/167000002733793, https://mp-img2.zoho.com/view/extension/167000002733795, https://mp-img2.zoho.com/view/extension/167000002733797, https://mp-img3.zoho.com/view/extension/167000002733799",https://mp-img1.zoho.com/view/logo/534c384e-2d0e-448f-a662-2d57dc11988a,Customer Service,"The HubSpot for Zoho BugTracker extension makes it easy to keep track of your customers' details, so that you can better prioritize and manage issues in Zoho BugTracker. It lets you manage contacts, deals, and tasks between these applications. You can view all the information from HubSpot within Zoho BugTracker.","Manage HubSpot contacts, deals, and tasks within Zoho BugTracker. See the status of the latest five deals related to the customer inside Zoho BugTracker. Gain insight on the deals associated with each customer. Create new deals and tasks in Zoho BugTracker and sync them to HubSpot","View contacts, deals, and tasks from HubSpot in Zoho BugTracker.",Free,BugTracker,"Sep 13, 2020",4.0,1,1,https://www.zoho.com/bugtracker/help/hubspot-for-zoho-bugtracker.html,"Sales Hub, Activity Tracking, Contact Management, Sales Pipeline, Collaboration","Free, Standard, Premium",Sigma,https://marketplace.zoho.com/app/bugtracker/hubspot-for-zoho-bugtracker
2022-01-09,01:09:16 AM,Resume Extractor,"https://mp-img1.zoho.com/view/extension/167000003752897, https://mp-img2.zoho.com/view/extension/167000003752899, https://mp-img2.zoho.com/view/extension/167000003752901, https://mp-img3.zoho.com/view/extension/167000003752903",https://mp-img1.zoho.com/view/logo/9a30a2b2-f26a-430f-96e7-39e2b5bce13c,Candidate Sourcing,Resume Extractor is an extension for the Chrome browser that allows you to add candidates and contacts instantly by parsing the content from any sourcing website or online profiles.,"Parse online profiles to add candidate / contact records.. Map fields to parsed values and choose how data is sorted.. Use workflows to automate your hiring and check for duplicate records.. Associate candidates with job openings, assign a status and add tags / sources to records.",Parse online profiles and add them as candidate / contact records directly to Zoho Recruit.,Free,Recruit,"Dec 7, 2017",4.9,,,https://help.zoho.com/portal/en/kb/recruit/talent-sourcing/resume-extractor/overview/articles/zoho-recruit-resume-extractor,"Productivity, Recruitment","Free, Standard, Professional, Enterprise, Zoho One, People Plus",Sigma,https://marketplace.zoho.com/app/recruit/resume-extractor
2022-01-09,01:09:23 AM,Taskzdone,"https://mp-img1.zoho.com/view/extension/167000000011983, https://mp-img2.zoho.com/view/extension/167000000011985, https://mp-img2.zoho.com/view/extension/167000000011987, https://mp-img3.zoho.com/view/extension/167000000011989",https://mp-img1.zoho.com/view/logo/38b23608-9866-4156-8acb-fb08c04b929f,Productivity,"Organize your work, simply and efficiently, with this application. Record tasks, categorize them by priority, and collaborate with teammates to complete everyday work without distraction.","Keep your colleagues' contact information at your fingertips.. Categorize tasks by priority. Create sub- tasks, add comments, and attach screenshots or files for context.. Add tasks, delegate responsibilities, and collaborate with your teammates to get things done faster.",Handle tasks better.,Free,Zoho Corporation,"Mar 27, 2017",0.0,0,500,,Productivity,"Standard, Professional, Enterprise",Custom Apps,https://marketplace.zoho.com/app/customapps/taskzdone
2022-01-09,01:09:31 AM,Library Management,"https://mp-img1.zoho.com/view/extension/167000000112049, https://mp-img2.zoho.com/view/extension/167000000112051, https://mp-img2.zoho.com/view/extension/167000000112053, https://mp-img3.zoho.com/view/extension/167000000112055",https://mp-img1.zoho.com/view/logo/ec8edea1-5b3e-4522-9f09-52f8719a0514,Education,"Seamlessly manage thousands of books, hundreds of memberships, and other resources all at the same time with this application.","Keep a record of different resources like books, journals, newspapers, and magazines.. Check readers in and out with ease.. Send requests for new resources.. Add new members and maintain a database of existing members.",Your digital librarian,Free,Zoho Corporation,"Dec 6, 2017",5.0,1,900,,"Digital library tracker, Education, Library management","Standard, Professional, Enterprise",Custom Apps,https://marketplace.zoho.com/app/customapps/library-management
2022-01-09,01:09:39 AM,Zoho WorkDrive For Zoho Desk,"https://mp-img1.zoho.com/view/extension/167000003734851, https://mp-img2.zoho.com/view/extension/167000003734853, https://mp-img2.zoho.com/view/extension/167000003734855, https://mp-img3.zoho.com/view/extension/167000003734857",https://mp-img1.zoho.com/view/logo/8c5538f9-c070-443c-b177-ed2af1126710,Collaboration,"Zoho WorkDrive is a cloud-based file storage, sync, and collaboration solution for teams of any size. It provides a secure, shared workspace to help teams organize and manage all their files in a single place. Some of the key features of WorkDrive include real-time notifications, document drafting, file sharing with configurable access controls, file versioning, analytics, and much more.The Zoho WorkDrive extension for Zoho Desk allows agents to attach or share links to files from their WorkDrive account in a ticket without leaving the help desk. Additionally, the extension will display all the attachments contained in the incoming conversations of a ticket.",Attach files from your WorkDrive account while replying to tickets.. Get an overview of all attached files in incoming ticket conversations.. Share links to your WorkDrive files in tickets along with the access permission you wish to assign to it.,Attach files from WorkDrive within Zoho Desk tickets,Free,Desk,"Sep 21, 2021",4.0,1,100,https://help.zoho.com/portal/en/kb/desk/for-administrators/integrations-and-add-ons/articles/zoho-workdrive-extension-for-zoho-desk,"Collaboration, File management, Zoho Desk, Document Management, Workdrive","Standard, Professional, Enterprise, CRM Plus, Zoho One",Sigma,https://marketplace.zoho.com/app/desk/zoho-workdrive-for-zoho-desk
2022-01-09,01:09:45 AM,PowerCall and SMS for Zoho,"https://mp-img1.zoho.com/view/extension/167000002493873, https://mp-img2.zoho.com/view/extension/167000002493875, https://mp-img2.zoho.com/view/extension/167000002493877, https://mp-img3.zoho.com/view/extension/167000002493879",https://mp-img1.zoho.com/view/logo/75b382cf-44eb-4a4b-90f3-17e28d9f04e8,Telephony,Supercharge Zoho into an automated sales machine in 3 minutes. Kixie is an intelligent autodialer and automated SMS solution right within Zoho. Kixie also combines a seamless power dialer and full enterprise phone service for an all-in-one voice and SMS solution for your sales team.,"Intelligent AutoDialer: autodial directly from Zoho workflows on email opens, new leads, and any Zoho trigger event. SMS Messaging: send/receive text messages and auto-text through Zoho workflows. Power Dialer: 1-click dialing, automated voicemail drop, AI-powered local presence dialing, and 2-way Zoho integration. Enterprise Phone Service: Phone Numbers in 40 Countries, Intelligent Call Routing, Call Queues, and Call Transfers",The Ultimate Voice and SMS Platform for Zoho,Paid,SalesIQ,"Sep 11, 2017",4.8,,,http://sales.kixie.com/zoho-crm-sales-phone-service-integration-kixie/,"Call, Sales, Dialer, Kixie, Phone, Telephony, CRM","Standard, Professional, Enterprise",Phonebridge,https://marketplace.zoho.com/app/salesiq/kixie
2022-01-09,01:09:53 AM,Zoho Invoice/Books for Zoho BugTracker,"https://mp-img1.zoho.com/view/extension/167000002014279, https://mp-img2.zoho.com/view/extension/167000002014281, https://mp-img2.zoho.com/view/extension/167000002014283, https://mp-img3.zoho.com/view/extension/167000002014285",https://mp-img1.zoho.com/view/logo/353d7e40-193c-4243-b3b7-f04b3c8c79fc,Finance,"Managing finances for all your projects can bring in a lot of complications. With your trusted finance apps connected to Zoho BugTracker, project managers and finance assistants can generate estimates for their clients at the start of the project and also invoice their expenses right from BugTracker. This Invoice and Books integration helps track overdue invoices and maps your expenses to the relevant issues. You can now manage finances for your projects in one place without any hassle.","Generate estimates and invoices within a project and send quotes to the customers instantly. Access project finance from anywhere inside a project. View the invoiced amount in the Budget Status graph on the dashboard.. Based on the business, multiple currencies can be set for budget and invoices Tags: Finance","Create estimates, generate invoices, and monitor expenses in Zoho BugTracker",Free,BugTracker,"Feb 3, 2020",0.0,0,0,https://www.zoho.com/bugtracker/help/invoice-expenses.html,"Finance, Reports",Premium,Sigma,https://marketplace.zoho.com/app/bugtracker/zoho-invoice-books-for-zoho-bugtracker
2022-01-09,01:10:00 AM,Slack for Zoho Invoice,"https://mp-img1.zoho.com/view/extension/167000003892537, https://mp-img2.zoho.com/view/extension/167000003892539, https://mp-img2.zoho.com/view/extension/167000003892541, https://mp-img3.zoho.com/view/extension/167000003892543",https://mp-img1.zoho.com/view/logo/7dbf6c23-d151-4032-9420-02bef37da4ed,Collaboration,"The Zoho Invoice - Slack integration posts notifications on your preferred Slack channel on events that affect your estimates, invoices, payments, and customer activities in the client portal. This saves time for your entire team by making all of this information available in one place.","Get a notification when a customer views an estimate, invoice, or retainer invoice. Know when a payment is made for an invoice or retainer invoice. Get a notification when a customer accepts or declines an estimate. Get notified when a customer rates or reviews your service",Get instant notifications regarding your invoices and payments on your preferred channels in Slack.,Free,Invoice,"Nov 8, 2021",0.0,0,0,https://www.zoho.com/invoice/help/integrations/invoice-slack-help.html,"Collaboration tool, Communication tool, Team communication",Free,Built-in App,https://marketplace.zoho.com/app/invoice/slack-for-zoho-invoice
2022-01-09,01:10:06 AM,Contaque Telephony Extension for Zoho,"https://mp-img1.zoho.com/view/extension/167000003343917, https://mp-img2.zoho.com/view/extension/167000003343919, https://mp-img2.zoho.com/view/extension/167000003343921, https://mp-img3.zoho.com/view/extension/167000002742699",https://mp-img1.zoho.com/view/logo/07cf91e5-9856-4537-a820-5d7e8ef7aecf,Telephony,"Contaque is call center software for telephony platforms. Integrating Contaque with Zoho will provide you with outstanding personalization capabilities for every interaction with your customers. Its user-friendly interface and single sign-on feature makes it easy to integrate, making it a complete package for your customer experience solution.","Calls to customer from Zoho can be established on a single click.. A unified platform for Contaque and Zoho.No more toggling between apps!. Manual and bended calling with followups call recording, transfer, conference in  addition with voice-logs.. Adjust external calls.",Experience the power of Contaque telephony integrated with Zoho,Paid,Bigin,"Sep 15, 2020",0.0,0,0,https://www.contaque.com/zoho-knowledgebase,"telephony zoho integration, contaque zoho integration",Zoho One,Sigma,https://marketplace.zoho.com/app/bigin/contaque-telephony-extension-for-zoho-crm
2022-01-09,01:10:15 AM,Aftership for Zoho Inventory,"https://mp-img1.zoho.com/view/extension/167000001714707, https://mp-img2.zoho.com/view/extension/167000001714709, https://mp-img2.zoho.com/view/extension/167000001714711, https://mp-img3.zoho.com/view/extension/167000001714713",https://mp-img1.zoho.com/view/logo/7fb04882-c7d5-4637-9661-4f3ab4d0e46a,Inventory Management,"The Zoho Inventory - AfterShip integration automatically imports shipment details for tracked orders into your AfterShip account from Zoho Inventory. The imported shipments will be matched with the appropriate courier services and tracked automatically in AfterShip, while updating the order status in Zoho Inventory. With instant activation enabled, you will be able to promptly notify your customers of their order status via email. You can use this option if you don't have an account with AfterShip. Otherwise, by connecting your own AfterShip account, you can notify your customers by both email and SMS, and tailor the message content to your business.","Auto-import and track all your shipments with UPS, USPS, Fedex, & 581 other couriers (Free). Find out if shipments are delivered on time and reduce requests about order status. Notify customers when items are In Transit, Out For Delivery, Delivered or have any Exception (Premium).",The #1 tracking solution for eCommerce businesses.,Paid,Inventory,"Nov 5, 2019",0.0,0,0,https://www.zoho.com/inventory/help/integrations/aftership-integration.html,"Tracking Solution, epacket tracking, Tracking, ecommerce, Shipment","Free, Basic, Standard, Professional",API,https://marketplace.zoho.com/app/inventory/aftership-for-zoho-inventory
2022-01-09,01:10:21 AM,Accurate Background Check for Zoho Recruit,"https://mp-img1.zoho.com/view/extension/167000002757599, https://mp-img2.zoho.com/view/extension/167000002757601, https://mp-img2.zoho.com/view/extension/167000002757603, https://mp-img3.zoho.com/view/extension/167000002757605",https://mp-img1.zoho.com/view/logo/b9244dd5-ba90-40a3-acfe-82f55c580f82,Background Checks,"Through this integration, employers can use Zoho Recruit to order Accurate background checks, drug and health screenings, driving history, Form I-9 and E-Verify verifications, and other critical screening services.",Ordering background investigations on new applicants. Reviewing detailed screening result information within Zoho Recruit. Ordering background investigations on existing employees (no requisition required),Use Accurate to do background checks through Recruit for accurate screening and better turn around times,Free,Recruit,"Sep 20, 2020",0.0,0,0,https://resources.accurate.com/,"Background Checks, Employment screening, Form I-9, Credit check, Criminal history, Verification, E-verify, Drug testing, Driving history, Sanctions","Standard, Professional, Enterprise, Zoho One, People Plus",Sigma,https://marketplace.zoho.com/app/recruit/accurate-background-check-for-zoho-recruit
2022-01-09,01:10:28 AM,SalesIQ for Zoho Analytics,"https://mp-img1.zoho.com/view/extension/167000002779393, https://mp-img2.zoho.com/view/extension/167000002779395, https://mp-img2.zoho.com/view/extension/167000002779397, https://mp-img3.zoho.com/view/extension/167000002779399",https://mp-img1.zoho.com/view/logo/d3a986c5-9cf4-4c61-9a8f-688643a8107c,Marketing,"Visually analyze and grow your business with the powerful customer analytics. Understand your visitors, engage better, and sell smarter with key insights into your customer support and website traffic. Share reports and dashboards with peers for data-driven decision making.","Automatically sync your SalesIQ data with Zoho Analytics and get 75+ hand-picked, ready-made reports, and dashboards.. Dive deeper and blend your SalesIQ data with data from other sources for cross-functional, end-to-end analysis. For example, blend data from Zoho SalesIQ and Zoho CRM to build a visitors to leads conversion funnel.. Build your own visualizations to track your your customer interactions and uncover key insights on chats attended, missed, closed, and converted to tickets. Identify your busiest hour, track your agent ratings, and train them better.. Analyze and identify your website traffic sources, visitors' geographic distribution, and the average time spent on your website. Optimize your website and engage your visitors efficiently. Share insights with peers and arrive at data-driven decisions.",Maximize ROI with in-depth SalesIQ analytics,Paid,Analytics,"Sep 10, 2020",0.0,0,0,"https://www.zoho.com/analytics/help/overview.html, https://www.zoho.com/analytics/help/connectors/sales-iq.html, https://www.zoho.com/analytics/customers.html","User interaction analytics, Visitor analysis, Customer engagement analysis, Data analytics","Basic, Standard, Premium, Enterprise",Sigma,https://marketplace.zoho.com/app/reports/salesiq-for-zoho-analytics
2022-01-09,01:10:35 AM,Zapier for Zoho Sprints,"https://mp-img1.zoho.com/view/extension/167000003250861, https://mp-img2.zoho.com/view/extension/167000003250863, https://mp-img2.zoho.com/view/extension/167000003250865",https://mp-img1.zoho.com/view/logo/125d90d9-f4fb-4b44-aa68-3fc6d5d206f2,Productivity,"Zapier lets you automate repetitive tasks and connect your favorite apps without coding or relying on developers to build integrations. With Zapier, you can instantly connect Zoho Sprints with 2000+ apps. For example, Zapier can automatically create projects, tasks, or bugs in Zoho Sprints whenever there's a trigger event in another app.","Integrate Zoho Sprints with your favorite apps and automate repetitive tasks. Configure actions in Zoho Sprints whenever there's a trigger in another app. Configure triggers whenever a new project, epic, sprint, or work item is created in Zoho Sprints",Integrate Zoho Sprints with your favorite apps using Zapier,Free,Sprints,"Mar 2, 2021",0.0,0,0,https://help.zoho.com/portal/en/kb/sprints/integrations/other-apps/articles/zapier-integration,"Productivity, Zaps, Automation, Zapier, Workflows, Actions, Triggers","Free, Premium, Professional, Enterprise, Zoho Remotely, Zoho One",Built-in App,https://marketplace.zoho.com/app/sprints/zapier-for-zoho-sprints
2022-01-09,01:10:43 AM,Indeed,"https://mp-img1.zoho.com/view/extension/167000000111145, https://mp-img2.zoho.com/view/extension/167000000111147, https://mp-img2.zoho.com/view/extension/167000000111149, https://mp-img3.zoho.com/view/extension/167000000111151",https://mp-img1.zoho.com/view/logo/b25a0dcc-48e1-4d0e-aa2a-e691944717ba,Candidate Sourcing,Zoho Recruit has integrated with Indeed job board to enable Source Boosters (or Direct Sourcing) for recruiters. Direct Sourcing saves time and effort for recruiters compared to conventional sourcing methods.,Directly search for candidates in Indeed from your Zoho Recruit account.. Find candidates best suited for a job opening.. Quickly and easily access resumes.,Indeed Source Booster is Zoho Recruit's state-of-the-art sourcing method.,Free,Recruit,"Dec 7, 2017",5.0,1,1,https://www.zoho.com/recruit/userguide/source-boosters.html,Productivity,"Standard, Professional, Enterprise, Zoho One, People Plus",Built-in App,https://marketplace.zoho.com/app/recruit/indeed
2022-01-09,01:10:50 AM,Customer Service Tracker,"https://mp-img1.zoho.com/view/extension/167000000131157, https://mp-img2.zoho.com/view/extension/167000000131159, https://mp-img2.zoho.com/view/extension/167000000131161, https://mp-img3.zoho.com/view/extension/167000000131163",https://mp-img1.zoho.com/view/logo/566aed27-6579-4a31-bd4e-bc676323c171,Customer Service,"Collect all your customer information in one place, and make it easier for your team to deliver the best service. Customize reports, get insight into key metrics, and communicate seamlessly.","View ticket classifications, alongside graphical representations of sales and product service stats, in a single dashboard.. Give your team members dedicated portals to track all of their tickets.. Make it easy for customers to register complaints and monitor service progress, with a unique tracking ID.. With six themes and custom icons for forms and reports, tailor this customer service tracker app to your specific needs. We've optimized it for mobile browsers, and you can also download our native apps for iOS, Android, and Apple Watch.","Centralize, track, and resolve",Free,Zoho Corporation,"Jan 9, 2018",0.0,0,0,https://www.zoho.com/creator/help/,"Support service, Customer Service, Staff Management, Ticketing Mangement, Compliant Management","Standard, Professional, Enterprise",Custom Apps,https://marketplace.zoho.com/app/customapps/customer-service-tracker
2022-01-09,01:10:58 AM,Slack for Orchestly,"https://mp-img1.zoho.com/view/extension/167000000426237, https://mp-img2.zoho.com/view/extension/167000000426239, https://mp-img2.zoho.com/view/extension/167000000426241, https://mp-img3.zoho.com/view/extension/167000000426243",https://mp-img1.zoho.com/view/logo/e3b7ca53-cdab-4a4a-9d87-c5db22abb6ed,Business,"Slack assists collaborating with your team by bringing all your communication together in a single place. Using this extension, a comment added to Orchestly can be posted as a message in a Slack channel.","Easy, one-time authentication to Slack.. Notify users in more than one Slack channel at a time.. Keep your team informed about new comments added to a job.",Receive comments as messages in Slack.,Free,Orchestly,"Aug 23, 2018",5.0,3,100,https://help.zoho.com/portal/kb/articles/slack-for-orchestly,Business,Standard,Sigma,https://marketplace.zoho.com/app/orchestly/slack-for-zoho-blueprint
2022-01-09,01:11:05 AM,Adobe Sign for Zoho BugTracker,"https://mp-img1.zoho.com/view/extension/167000002310567, https://mp-img2.zoho.com/view/extension/167000002310569, https://mp-img2.zoho.com/view/extension/167000002310571, https://mp-img3.zoho.com/view/extension/167000002310573",https://mp-img1.zoho.com/view/logo/bb83577b-0ea9-4b37-acea-dce2b2ff5bbf,E-Signature,"The Adobe Sign extension for Zoho BugTracker provides users with the e-signature functionality required to quickly complete approvals, agreements, and other documents waiting for signatures. With this extension, you can send agreements, view their signing status, and even revoke the agreement without leaving Zoho BugTracker. Provide your customers with more effective service by reducing turnaround time on agreements.","Send agreements from within Zoho BugTracker. Set Expiration and Reminder for every agreement sent. View the list of all the agreements sent to users, along with their status, in the History tab. Cancel sent agreements anytime whenever necessary",Send project agreements for e-signature from Zoho BugTracker,Free,BugTracker,"May 10, 2020",0.0,0,0,https://www.zoho.com/bugtracker/help/adobesign-for-zoho-bugtracker.html,"Document Sharing, Content Management, E-Sign, Document Management","Standard, Premium",Sigma,https://marketplace.zoho.com/app/bugtracker/adobe-sign-for-zoho-bug-tracker
2022-01-09,01:11:11 AM,Intermedia Unite for Zoho,"https://mp-img1.zoho.com/view/extension/167000003365907, https://mp-img2.zoho.com/view/extension/167000003365909, https://mp-img2.zoho.com/view/extension/167000002095811, https://mp-img3.zoho.com/view/extension/167000002095813",https://mp-img1.zoho.com/view/logo/92a1a54f-dbdb-4473-933a-4bacbd132c80,Telephony,"Intermedia Unite is a full featured UCaaSsolution that combines cloud PBX voice,chat, business SMS, video conferencing, file sharing, and contact center into a single platform. With Intermedia Unite Extension for Zoho, you can place calls, access relevant customer data with screen pops on incoming calls, create records, and automatically manage your call activities directly through Zoho .",Click-to- call: Click on any contact to make calls using Unite from within Zoho.. Screen pops: Pull up existing customer records on incoming calls. Create records: Create new record with just one click. Log calls: Quickly and easily take notes and log call details directly within Zoho while on  an active call,Increase productivity and drive customer retention with Intermedia Unite for Zoho,Free,Recruit,"Mar 11, 2020",0.0,0,0,"https://kb.intermedia.net/article/49299, https://kb.intermedia.net/article/49290","Collaboration, Telephony, Communication","Standard, Professional, Enterprise, Zoho One, People Plus",Phonebridge,https://marketplace.zoho.com/app/recruit/intermedia-unite-for-zoho-crm
